	b170D	b170F	b170I	b4859D	b4859F	b4859I	b689D	b689F	b689I	b8808D	b8808F	b8808I	b8826D	b8826F	b8826I	b8827D	b8827F	b8827I	b9366D	b9366F	b9366I	b9377D	b9377F	b9377I	b9382D	b9382F	b9382I	b9393D	b9393F	b9393I	nb170D	nb170F	nb170I	nb4859D	nb4859F	nb4859I	nb689D	nb689F	nb689I	nb8808D	nb8808F	nb8808I	nb8826D	nb8826F	nb8826I	nb8827D	nb8827F	nb8827I	nb9366D	nb9366F	nb9366I	nb9377D	nb9377F	nb9377I	nb9382D	nb9382F	nb9382I	nb9393D	nb9393F	nb9393I
ASV_91	1	0	2	0	0	0	0	0	0	0	1	0	1	8	13	2	1	4	1	2	3	4	1	21	0	6	1	0	170	8	29	14	45	155	599	174	63	106	633	33	49	46	74	132	57	266	731	124	105	91	28	61	97	177	51	152	10	128	234	121
ASV_98	21	0	0	10	1	0	11	0	0	17	6	0	14	0	0	164	0	0	22	1	645	0	0	0	0	0	0	12	2	0	5	91	460	6	89	352	4	114	131	8	56	78	3	97	472	2	5	0	9	113	64	28	69	352	7	74	330	0	25	780
ASV_100	3	8	79	0	42	265	3	0	6	0	13	2	2	187	203	1	11	24	4	48	20	0	9	14	0	31	20	0	18	11	24	64	179	20	835	30	3	33	70	55	127	252	62	195	94	54	243	66	42	118	367	15	128	63	22	449	32	20	18	39
ASV_140	5	2	96	13	65	200	8	167	10	89	50	352	15	267	283	35	158	178	125	82	21	0	20	24	30	235	0	0	69	0	35	26	304	5	15	62	15	132	44	112	108	121	50	6	59	88	61	109	58	95	314	6	3	27	40	25	137	41	37	0
ASV_138	5	107	26	4	93	34	7	0	2	7	13	16	3	36	52	14	28	24	3	73	4	1	20	0	1	19	6	3	45	36	196	368	37	123	45	30	582	61	69	433	567	135	65	9	49	38	22	74	74	113	275	104	9	21	196	120	17	87	39	41
ASV_114	12	1	5	9	23	60	8	2	0	23	26	0	122	127	68	258	96	83	97	30	52	25	19	38	7	17	6	35	29	53	26	26	113	134	391	27	63	67	21	116	56	87	241	382	50	171	25	89	148	50	39	110	13	123	18	28	16	362	291	29
ASV_124	12	2	8	10	18	31	13	0	0	5	0	40	1	7	21	22	0	7	20	14	29	89	2	125	81	9	32	24	1	29	54	8	15	185	41	23	156	144	56	148	43	49	331	121	53	215	60	26	279	324	285	259	39	62	177	81	46	484	169	24
ASV_132	6	0	12	2	6	0	3	0	0	14	0	12	0	4	6	6	19	4	6	0	10	0	1	12	0	2	16	0	1	0	94	61	77	592	2	29	373	109	80	219	23	53	162	10	28	164	40	55	302	101	181	337	33	41	531	61	7	409	256	27
ASV_143	41	28	28	28	147	105	32	15	65	52	19	185	98	225	263	168	121	120	176	147	101	307	62	143	32	148	113	78	93	163	16	10	30	64	45	31	70	41	64	52	15	95	76	48	16	54	16	32	81	22	21	104	18	15	71	14	6	78	6	10
ASV_131	34	44	55	8	10	0	6	0	0	50	5	5	20	81	22	34	37	19	47	30	13	32	4	19	16	45	9	9	10	28	103	81	37	367	132	49	139	113	158	122	60	66	142	84	106	114	54	6	169	101	40	264	95	56	411	128	44	283	254	47
ASV_123	21	145	76	3	200	0	8	0	0	6	160	23	0	54	114	5	43	435	10	98	13	4	88	2	1	415	12	1	67	9	64	96	47	121	49	143	55	83	89	87	35	99	56	18	62	79	137	54	75	42	14	99	81	66	99	49	84	156	169	38
ASV_118	2	0	30	7	246	59	25	1378	167	5	120	172	17	135	283	66	135	170	16	118	29	0	29	2	6	65	0	0	43	0	12	6	101	1	1	14	4	158	32	21	94	78	11	0	35	21	8	10	5	57	96	0	1	1	11	64	39	17	59	0
ASV_103	4	4	12	6	15	94	7	2	5	12	92	4	2	158	194	32	29	27	39	210	126	1	11	21	0	23	10	3	20	45	40	27	89	13	224	87	40	83	43	60	92	80	110	216	89	100	273	132	77	194	221	60	106	99	5	37	0	87	275	30
ASV_113	5	39	7	0	5	0	0	0	0	1	0	0	0	13	18	17	12	12	3	6	0	17	6	21	0	11	10	0	184	24	25	29	51	242	164	278	140	122	301	70	49	48	40	27	32	66	269	162	83	163	58	138	652	127	52	63	30	110	66	73
ASV_107	0	0	2	0	0	17	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	4	25	0	0	87	11	6	3	8	1	0	1	0	3497	107	2	0	0	1	0	0	2	0	0	0	0	105	0	126	0
ASV_122	57	99	25	8	3	22	9	29	0	44	6	76	15	6	16	29	6	16	35	5	215	91	6	114	0	15	175	0	3	170	81	2	108	90	12	17	94	44	52	72	3	7	31	1	7	29	2	12	54	73	924	525	40	139	96	26	58	27	27	62
ASV_136	4	0	0	6	0	0	8	0	0	5	2	0	0	0	0	164	0	1	27	4	95	2	0	0	0	0	1	0	0	0	0	152	460	0	41	536	0	73	124	0	153	121	3	46	435	0	0	0	0	218	158	4	65	264	19	63	55	0	14	641
ASV_108	22	24	20	27	61	28	22	1	1	20	25	22	71	238	90	22	31	31	27	31	16	30	24	52	7	95	26	8	30	30	31	36	123	48	198	26	55	43	69	121	35	49	137	240	41	217	256	65	89	54	46	72	61	24	73	466	34	60	46	4
ASV_587	13	47	44	41	160	158	32	95	5	12	13	30	9	23	38	31	179	36	14	37	72	88	18	49	6	29	75	5	15	19	35	60	27	153	23	19	60	52	63	66	54	51	144	59	27	145	53	94	114	139	82	113	33	17	229	119	32	177	257	32
ASV_105	18	28	61	5	30	100	11	1	5	8	37	69	23	519	132	24	35	60	22	56	9	1	21	22	3	50	10	0	28	33	50	24	76	51	242	25	30	26	45	90	52	80	98	189	48	171	279	41	58	78	69	39	44	74	32	279	12	93	22	48
ASV_154	1579	265	179	89	17	65	75	0	18	66	15	2	68	90	78	80	17	31	77	17	3	64	287	46	23	81	25	4	7	19	304	0	2	3	0	75	6	0	4	23	0	0	10	0	0	5	5	2	6	0	0	5	0	1	25	1	0	1	0	0
ASV_168	6	8	0	4	15	4	1	39	0	1	54	20	7	22	33	11	0	19	5	25	49	5	12	7	17	13	15	2384	65	139	8	0	17	31	20	21	13	5	6	36	0	3	23	6	15	6	4	45	9	15	1	8	1	2	118	13	20	6	429	0
ASV_133	5	9	27	3	18	57	1	1	3	1	21	45	14	18	17	1	37	13	2	11	11	0	7	202	0	14	5	2	65	20	36	34	42	121	6	100	127	54	127	97	65	301	77	43	180	138	200	425	88	60	204	53	22	56	44	28	58	109	27	273
ASV_179	19	12	43	67	343	126	98	3	65	41	38	83	60	67	111	137	21	115	205	143	104	110	64	523	80	134	100	9	104	335	13	3	14	6	0	0	19	5	18	61	1	24	17	30	3	33	81	30	5	5	7	5	5	0	16	10	0	21	7	10
ASV_148	3	1	7	4	20	24	90	2821	200	2	2	45	0	7	37	3	47	18	5	5	6	0	0	0	7	10	1	0	14	3	23	3	30	1	7	10	1	37	2	18	15	29	4	0	14	12	9	23	12	8	33	1	2	2	10	8	25	11	34	2
ASV_173	7	24	20	0	68	12	4	25	0	11	36	325	19	377	636	18	202	293	35	117	154	134	100	167	45	146	94	33	138	399	0	2	3	6	0	1	5	5	8	2	1	10	1	0	3	0	1	0	10	8	1	13	0	1	5	7	0	10	4	5
ASV_174	3	2	6	0	8	0	0	1	0	1	1	0	1	36	5	11	0	9	8	7	1	4	4	0	1	91	4	0	4	9	90	93	20	97	2	47	189	460	49	167	82	87	559	113	126	111	18	74	72	45	10	153	125	157	110	99	0	161	101	25
ASV_121	1	6	8	0	18	2	0	0	0	0	45	0	0	103	67	2	1	19	11	78	38	0	6	3	0	8	1	4	1	20	43	240	91	10	66	41	17	54	48	57	192	333	92	188	34	85	219	109	43	238	493	9	241	54	5	133	13	34	3	25
ASV_120	5	18	4	1	1	0	0	0	0	4	9	1	0	32	13	31	1	6	1	5	7	12	3	0	1	10	0	0	68	10	32	26	21	272	146	91	109	94	314	105	34	13	150	221	45	305	376	166	143	84	60	108	36	39	71	26	18	215	46	28
ASV_127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	592	228	3	381	326	0	44	111	0	94	122	0	361	340	0	0	0	25	120	186	5	68	139	10	66	160	0	10	213
ASV_125	21	94	60	12	75	318	18	3	111	13	12	2	13	76	113	8	50	23	15	18	7	7	15	2	2	29	15	3	31	19	34	37	54	104	28	12	349	302	80	62	8	34	78	31	22	54	15	111	76	53	26	105	331	93	57	33	3	80	87	28
ASV_134	4	3	1	11	0	0	8	0	0	4	0	0	6	0	0	62	0	0	17	3	169	1	0	0	0	1	0	2	5	0	0	113	301	0	63	240	2	119	112	1	51	23	0	111	362	0	62	0	2	169	64	4	67	204	13	94	485	0	83	519
ASV_216	14	62	16	12	73	23	21	5	2	11	12	94	32	223	153	47	49	49	24	38	34	20	26	157	2	27	57	26	32	214	30	65	51	67	1	25	310	266	309	48	17	220	65	29	42	76	2	27	56	24	12	50	7	17	37	5	28	79	6	13
ASV_193	25	0	45	9	40	14	28	2	0	31	20	53	54	132	290	58	7	172	44	21	45	81	21	25	12	53	35	12	193	56	22	16	69	76	46	16	53	43	32	142	492	98	126	61	44	72	50	20	85	45	15	75	5	34	42	41	34	68	15	13
ASV_139	0	0	6	2	17	0	1	0	0	1	24	38	0	23	7	0	0	1	1	15	1	1	3	48	0	10	24	0	3	5	38	11	10	110	7	63	107	79	57	106	29	300	94	8	116	147	181	724	95	171	210	40	11	47	44	41	57	78	32	261
ASV_130	8	6	25	2	7	0	3	4	0	2	11	0	1	21	0	18	19	7	1	2	13	6	12	0	0	37	3	0	3	1	181	123	61	65	46	50	156	341	55	274	70	34	339	47	125	108	100	204	71	60	4	99	121	95	121	64	3	142	110	18
ASV_158	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	10	224	0	0	0	0	0	0	0	2	0	0	201	273	1	0	295	1	103	189	0	144	70	0	203	322	0	2	0	17	188	74	6	58	241	72	116	81	0	5	527
ASV_252	0	0	1838	0	75	0	0	0	0	0	53	0	0	25	21	0	19	96	0	59	4	0	28	0	0	93	0	0	47	0	0	45	70	0	11	57	0	17	76	0	36	124	0	7	48	0	0	0	0	28	143	1	29	102	0	9	123	0	11	127
ASV_119	3	2	1	2	2	0	0	0	0	1	3	32	24	4	4	0	0	7	6	7	10	2	2	0	1	9	7	0	2	5	14	52	46	29	0	23	19	285	98	76	33	216	46	28	14	48	148	148	61	112	108	32	134	21	210	1184	34	32	8	17
ASV_129	2	5	15	2	17	26	30	0	0	0	2	1	10	0	13	0	0	5	0	4	0	86	134	2818	3	19	1	28	49	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV_167	2	38	17	1	19	0	2	0	0	25	23	42	19	426	520	26	24	55	10	25	8	35	54	155	7	63	30	12	195	55	21	21	31	51	368	15	17	27	49	150	181	29	23	54	31	28	97	15	24	30	51	13	3	13	15	33	0	43	67	10
ASV_152	20	0	7	33	17	8	25	0	0	96	12	9	27	12	70	81	12	37	185	16	10	0	5	0	0	1	1	0	8	1	207	2	6	112	0	8	109	9	1	116	2	11	289	10	24	535	34	58	723	127	35	119	6	1	15	0	0	106	0	1
ASV_151	1	2	13	10	13	149	4	0	8	4	11	6	37	239	50	14	10	15	21	30	88	25	18	2	1	27	14	1	27	16	29	9	16	51	221	34	24	20	26	92	22	65	87	122	42	394	318	40	86	48	149	58	21	41	68	226	8	109	17	37
ASV_161	0	1	2	7	6	29	9	0	1	24	1	1	8	34	19	46	127	32	22	19	4	481	29	106	7	73	53	0	7	9	26	7	32	147	31	47	86	100	68	50	36	39	122	30	36	105	48	17	126	415	80	63	9	21	66	31	64	105	125	47
ASV_171	18	2	28	148	112	298	425	93	221	108	9	159	22	20	59	178	16	197	83	15	27	10	8	100	88	46	130	11	32	100	20	14	1	19	0	5	27	33	12	37	3	46	13	8	11	42	43	36	30	11	19	4	0	2	17	4	73	22	5	15
ASV_172	12	55	77	8	22	23	2	3	1	15	4	72	42	40	88	32	42	54	12	17	16	13	15	35	10	36	25	29	62	203	110	272	145	31	0	11	32	74	43	100	114	122	54	249	24	52	38	58	39	69	28	51	67	40	4	285	0	115	20	6
ASV_257	0	1	2788	0	52	0	0	1	0	0	57	0	0	33	26	1	21	90	0	49	0	0	20	0	0	100	0	0	34	0	0	11	2	0	1	0	0	0	0	0	0	0	0	2	0	0	5	1	0	0	0	0	0	0	0	1	16	0	1	0
ASV_149	1	21	11	1	8	24	2	0	4	5	5	28	12	36	74	1	3	46	2	15	11	6	13	102	0	20	15	16	22	50	73	256	99	118	5	17	756	224	34	67	43	47	58	142	49	59	3	8	54	148	18	98	27	65	15	11	0	70	173	8
ASV_141	16	11	51	35	55	133	49	8	14	59	13	51	11	55	72	93	20	44	82	7	25	78	5	39	17	18	41	29	156	248	77	29	41	93	4	10	209	10	25	101	15	49	41	0	19	125	16	48	191	56	66	84	9	22	95	16	26	183	38	28
ASV_159	37	22	2	13	7	5	10	0	0	17	1	31	143	65	4	169	19	3	46	14	36	95	6	48	12	24	317	3	2	65	10	6	22	34	0	14	43	21	62	98	0	6	43	31	4	47	119	19	8	21	26	57	17	8	226	974	53	10	4	25
ASV_201	5	0	5	19	36	38	7	3	0	18	3	35	25	42	27	32	87	42	23	26	1	298	22	30	6	25	7	0	22	8	14	5	44	78	31	57	95	102	19	74	131	63	133	37	53	152	34	41	116	381	19	64	5	18	73	49	10	147	222	40
ASV_160	17	13	29	27	34	96	11	0	2	32	6	18	4	10	12	43	1	19	7	5	37	4	4	36	0	8	24	1	14	40	33	7	13	105	41	88	123	261	63	56	7	13	33	16	12	56	17	38	60	59	678	239	50	110	54	65	218	38	54	14
ASV_184	9	0	1	1	0	15	4	6	591	0	0	22	0	1	1	0	4	0	1	642	1790	15	12	0	6	0	1	32	1	0	1	2	0	1	0	1	0	0	2	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASV_153	109	14	16	5	14	27	22	0	3	6	1	2	6	12	39	5	4	23	3	4	5	27	21	156	0	15	13	13	24	29	739	49	37	42	1	203	56	21	16	112	256	38	56	5	31	74	25	403	45	139	20	51	3	7	12	17	3	59	14	9
ASV_146	3	0	15	3	1	0	0	0	0	0	1	0	2	1	0	19	0	2	6	34	430	2	1	0	2	1	0	1	2	1	5	56	165	11	57	138	10	143	58	2	158	42	0	55	234	0	1	0	6	338	219	21	53	118	6	181	142	0	16	384
ASV_145	2	0	7	0	8	0	1	0	0	0	8	0	0	45	0	0	2	1	0	4	0	1	14	0	0	76	0	6	2	0	585	409	38	42	0	30	59	158	16	157	346	25	233	43	43	122	65	32	59	18	1	64	78	15	66	27	8	85	94	21
ASV_156	0	6	1	0	4	58	0	10	11	0	2	3	0	10	1	0	0	17	0	0	2	0	2	71	0	6	0	0	1	15	0	68	58	5	8	320	13	777	91	1	136	34	1	55	15	10	147	117	21	130	40	2	364	103	1	180	22	1	21	90
ASV_164	4	29	16	3	9	9	2	0	1	3	1	0	1	17	14	5	51	5	0	9	8	0	2	1	8	10	0	0	0	23	76	294	225	180	10	35	187	90	129	71	83	101	19	48	97	69	60	55	50	91	33	97	110	53	179	87	15	116	69	85
ASV_155	1	0	1	7	2	1	1	1	0	4	34	1	2	3	0	2	0	2	24	5	25	0	4	0	1	0	0	55	128	0	0	440	291	3	129	172	10	53	126	0	78	96	1	145	158	1	2	0	9	77	54	8	198	228	25	62	186	1	28	159
ASV_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	47	1019	0	6	276	0	8	3	0	0	0	0	15	240	0	7	20	0	0	1365	0	1	0
ASV_213	1	19	42	3	29	16	0	1	0	0	12	0	11	169	136	10	33	18	8	6	4	3	22	10	25	32	16	5	10	17	19	20	54	29	103	51	28	54	76	57	47	85	68	246	50	144	350	43	30	54	47	44	158	39	31	333	28	39	10	22
ASV_170	0	0	26	2	52	10	6	0	73	3	5	20	0	17	60	0	18	31	3	16	17	0	11	17	0	19	6	0	25	16	34	193	75	7	14	23	110	1359	69	26	30	52	22	11	42	42	5	9	30	50	6	11	35	49	10	5	28	93	117	1
ASV_197	10	2	178	3	30	49	2	1	0	10	2	18	18	87	239	29	22	26	25	7	39	468	58	545	5	25	14	1	13	46	26	28	30	51	5	19	39	34	40	62	6	16	23	7	16	38	9	7	43	9	8	248	23	54	84	8	0	51	26	28
ASV_150	480	94	70	50	45	97	111	175	87	30	25	3	42	194	122	71	35	143	54	35	14	10	103	317	13	77	44	61	71	103	3	0	3	20	2	2	8	5	2	11	1	2	17	0	1	22	5	8	9	4	6	9	1	2	17	11	31	19	5	6
ASV_157	32	46	39	30	174	144	35	104	9	41	27	52	20	252	59	79	45	77	100	51	7	57	15	14	4	39	5	14	33	29	51	41	77	63	0	3	46	17	19	213	281	63	72	1	1	31	30	38	31	58	5	30	17	36	52	2	58	26	1	4
ASV_186	8	0	0	36	0	1	7	2	1	1	0	0	3	0	0	3	0	2	2	2	74	6	0	0	23	0	0	2	4	0	0	165	246	1	159	143	1	58	100	2	107	84	0	140	239	0	133	0	3	188	86	0	89	221	3	83	225	0	26	291
ASV_175	9	13	7	13	54	37	25	58	45	33	15	92	4	34	137	13	19	78	30	39	43	1	17	34	20	79	33	10	8	37	28	13	15	113	22	58	141	25	54	105	52	161	62	5	28	82	84	201	66	61	145	40	8	16	56	23	48	81	12	98
ASV_142	11	5	48	3	50	9	4	0	1	1	24	40	2	175	81	3	3	41	22	52	34	0	9	0	0	25	2	1	32	19	36	42	102	22	2	69	48	10	10	106	95	163	85	251	58	20	222	51	84	126	293	38	141	79	2	8	0	40	16	16
ASV_176	0	17	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	5	0	0	0	0	2	0	0	1	0	47	7	0	112	16	0	264	1	0	274	0	3	321	0	0	25	0	0	178	0	9	718	0	0	424	0	121	67	303	0
ASV_144	7	0	11	4	54	85	3	1	8	2	61	0	4	164	122	52	27	82	26	112	24	0	8	9	1	21	3	0	11	5	29	9	83	4	317	37	2	46	43	19	33	65	26	115	17	76	162	26	19	123	457	5	72	28	12	103	0	40	6	1
ASV_196	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	134	0	2	0	0	1	0	1	0	0	0	407	199	0	91	428	0	30	66	0	79	256	0	69	242	0	1	0	5	97	108	0	17	68	4	51	197	0	80	234
ASV_203	3	11	16	0	118	36	1	65	0	0	5	23	1	154	118	0	5	43	2	28	8	0	15	0	1	37	0	0	23	44	4	63	1	4	0	53	11	6	9	14	305	174	21	55	129	7	2	5	41	56	753	14	202	75	3	59	0	11	5	8
ASV_169	8	9	13	2	5	29	4	1	1	6	11	35	2	7	26	8	27	5	5	10	7	6	16	0	0	16	5	0	23	14	93	69	70	102	113	148	42	185	40	199	201	69	88	27	56	103	27	148	79	164	79	83	29	47	28	22	6	137	65	15
ASV_162	8	126	124	5	61	18	2	2	4	10	35	76	6	31	158	8	67	87	7	23	45	0	13	1	0	66	27	33	19	34	24	23	40	60	51	38	59	35	17	50	38	40	23	8	26	66	51	91	68	107	180	45	15	23	21	11	67	73	372	15
ASV_215	0	0	9	0	9	8	0	2	0	1	22	66	0	209	139	5	26	27	6	10	8	0	15	13	2	12	1	0	104	4	22	279	174	6	3	38	4	157	369	27	78	166	11	3	4	35	166	99	14	55	70	9	142	79	10	23	11	33	18	16
ASV_200	0	2	0	2	6	8	0	0	11	2	15	0	0	38	35	0	0	9	10	30	6	0	4	120	0	12	0	0	2	23	8	157	81	10	0	42	6	172	139	44	129	49	25	117	14	4	58	57	10	186	60	6	654	76	4	293	0	7	0	22
ASV_177	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	50	28	4	0	14	1	31	924	0	40	658	0	8	9	0	0	0	6	56	240	0	28	86	29	2	474	0	6	51
ASV_189	6	18	19	2	18	0	1	3	0	0	15	53	2	26	24	5	7	22	8	11	0	3	12	58	0	12	18	7	26	3	79	56	54	113	9	91	64	173	103	149	147	96	84	75	40	78	64	71	74	87	58	101	42	38	53	26	46	138	156	12
ASV_191	1	143	0	9	0	0	0	2	0	0	7	31	3	3	27	0	4	0	0	2	0	2	2	0	0	4	0	0	7	0	20	270	170	46	22	47	21	345	205	1	56	109	30	19	2	30	231	42	12	29	10	18	162	254	10	110	6	13	109	108
ASV_166	0	0	24	2	35	39	1	0	4	0	13	0	1	147	73	0	23	29	0	17	2	0	7	2	1	28	0	11	20	13	33	25	125	41	151	36	27	97	57	55	49	81	41	175	34	15	331	57	70	65	49	40	118	63	7	359	0	28	12	13
ASV_163	6	9	16	8	100	37	4	0	0	7	44	0	1	134	50	3	12	42	13	96	26	0	22	2	0	56	19	1	57	49	16	21	19	37	39	102	134	36	49	29	257	77	30	98	95	34	22	10	57	102	164	37	291	57	8	61	7	28	1	12
ASV_245	0	0	32	0	24	0	0	1	0	0	12	0	0	13	85	0	4	26	0	2434	0	0	13	0	0	34	0	1	13	1	0	0	1	0	0	0	0	0	8	0	13	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	5
ASV_182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	19	19	16	118	89	197	52	98	118	40	21	22	46	5	15	169	625	500	29	94	28	38	47	49	13	55	22	89	23	38
ASV_199	157	79	33	59	58	41	56	0	0	24	5	21	89	92	59	101	29	18	17	4	2	523	45	25	5	50	36	29	525	3	24	3	5	71	2	7	78	33	8	20	1	0	72	0	2	7	3	0	21	0	0	33	5	5	13	0	47	13	0	1
ASV_165	4	9	50	6	8	12	1	0	0	4	10	2	5	18	11	7	0	20	7	5	10	2	16	29	0	27	2	3	25	10	88	172	69	118	2	9	367	88	69	58	17	43	39	10	46	100	20	18	72	96	35	136	28	34	66	23	22	306	181	18
ASV_212	33	3	59	43	24	77	51	1	97	75	14	106	21	16	53	193	4	142	47	3	19	43	5	41	4	10	46	28	22	34	74	26	27	106	14	16	104	38	30	126	21	59	39	2	24	47	5	19	58	18	44	91	8	28	125	55	15	81	5	30
ASV_183	1	0	0	11	0	0	1	0	0	7	2	0	1	0	0	35	0	0	10	1	53	7	0	0	0	0	0	1	0	0	0	102	211	2	77	274	1	53	107	0	100	37	0	73	260	0	0	0	3	100	56	3	37	252	13	26	281	0	61	351
ASV_181	6	2	7	3	2	6	1	1	0	1	17	48	0	2	17	2	2	14	1	16	0	1	4	37	3	6	6	3	58	33	32	20	36	83	5	93	43	41	19	54	26	142	37	5	154	78	99	531	50	149	138	45	13	48	25	18	35	58	98	123
ASV_273	10	20	6	15	19	0	6	0	0	9	12	2	25	79	132	91	13	44	9	15	0	7	5	58	0	24	10	0	283	20	30	29	35	28	68	7	17	38	210	39	14	32	67	43	15	134	207	24	79	61	19	43	79	39	35	37	16	95	114	28
ASV_180	21	65	23	21	131	123	13	1	3	89	23	10	22	80	96	65	32	71	54	67	56	65	12	221	23	19	24	26	47	187	21	11	62	38	53	4	13	98	10	78	1	11	164	63	43	50	2	1	23	8	14	67	1	5	4	13	0	28	7	6
ASV_178	0	18	49	1	23	49	1	0	0	4	15	0	7	66	72	11	17	6	15	14	5	3	2	7	4	35	19	0	31	8	31	40	91	38	64	43	101	32	49	39	35	82	40	163	47	84	295	46	53	57	63	24	71	34	65	344	8	39	14	10
ASV_185	3	19	9	10	7	66	31	18	30	5	2	5	2	38	45	11	1	36	10	7	6	3	7	41	3	11	18	56	43	71	577	30	65	77	0	14	101	67	12	186	23	18	123	24	35	181	19	44	94	32	12	39	1	6	29	0	27	113	4	8
ASV_225	36	96	60	40	116	47	163	11	62	18	9	66	13	76	30	30	11	15	26	102	8	10	9	0	9	33	42	14	33	28	49	15	11	83	5	22	71	30	28	46	4	25	51	7	20	107	10	31	51	27	17	77	12	5	49	45	9	136	276	21
ASV_293	18	0	20	3	14	0	5	0	0	6	3	0	11	22	24	15	21	12	13	5	0	9	2	80	0	11	15	7	8	5	74	144	33	77	2	17	216	187	138	87	40	40	47	14	13	71	20	170	104	29	14	120	21	15	162	57	55	116	76	53
ASV_246	8	24	17	19	50	1	7	6	16	17	8	16	11	15	34	45	10	49	24	7	9	20	20	49	3	19	17	6	15	14	30	19	59	78	2	28	135	63	29	113	9	63	199	223	6	77	7	31	108	58	3	121	16	56	61	63	36	110	173	8
ASV_202	7	0	30	3	15	0	11	131	18	28	15	93	3	27	108	18	10	22	23	21	43	0	11	85	4	59	35	1	11	33	33	42	95	83	1	18	90	51	72	122	9	119	41	10	119	83	58	59	74	44	64	53	1	21	36	8	85	71	25	85
ASV_192	0	0	9	0	4	91	0	33	2	0	2	20	0	12	60	0	3	11	4	12	10	0	3	37	10	8	15	0	4	17	1	387	87	1	3	16	4	65	59	7	111	48	2	62	29	4	62	27	14	354	188	6	215	79	4	252	9	11	3	54
ASV_226	2	1	5	7	21	1	1	1	0	2	0	0	2	8	15	6	17	40	9	5	0	27	2	0	0	12	2	0	6	19	27	19	21	328	381	15	60	85	121	82	35	6	39	11	29	117	189	19	71	42	13	94	42	117	71	24	44	98	65	50
ASV_205	0	0	9	4	0	0	1	0	0	0	1	0	1	0	0	12	0	0	4	0	172	1	0	0	0	1	0	8	0	1	0	35	240	0	50	196	0	79	140	0	200	114	0	22	194	0	0	0	8	185	82	0	20	76	7	96	237	1	1	319
ASV_198	6	10	12	3	60	107	0	2	3	6	61	0	2	94	53	7	35	52	18	160	109	0	5	3	5	36	18	12	131	301	6	31	8	14	1	38	20	5	26	53	55	127	36	16	55	23	121	17	36	90	201	13	127	12	8	35	9	11	1	3
ASV_206	101	16	3	2	9	1	6	0	0	18	4	17	1	26	21	12	1	14	5	6	13	99	59	180	0	11	12	19	22	19	159	26	11	84	17	49	39	4	15	108	29	27	153	0	36	288	20	151	101	116	44	83	8	8	34	9	36	125	19	0
ASV_264	980	162	129	71	25	0	29	0	0	31	9	1	60	102	68	30	25	20	37	13	3	38	140	19	31	48	14	1	14	4	229	4	19	1	0	71	4	0	0	20	1	0	3	0	0	5	3	2	3	3	0	2	2	0	2	3	0	3	0	0
ASV_220	9	4	2	12	22	115	18	0	2	21	3	112	43	18	21	48	7	1	84	19	92	406	12	715	11	25	154	40	14	218	1	0	0	8	0	0	8	13	74	9	0	3	23	14	3	5	1	9	13	11	8	11	6	0	2	0	0	0	9	2
ASV_217	15	13	33	10	12	2	3	2	50	23	3	25	14	19	44	5	52	19	24	15	13	3	18	3	5	14	3	0	21	25	57	112	18	240	36	158	113	56	83	44	53	19	58	34	36	50	24	13	40	72	6	79	77	20	225	81	18	86	63	11
ASV_218	43	2	10	2	3	12	8	0	0	1	2	2	3	1	0	0	6	11	0	1	2092	17	64	9	5	7	0	0	7	7	5	11	3	8	0	10	2	3	0	3	0	2	2	5	3	4	8	1	4	1	3	5	0	4	16	0	3	14	6	15
ASV_188	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	45	32	27	157	269	97	58	71	97	119	155	39	46	4	14	151	209	292	140	39	11	73	39	61	59	17	7	76	20	14
ASV_209	5	3	5	0	6	0	1	0	0	1	1	21	0	59	7	2	12	9	0	5	0	1	10	0	0	16	0	1	5	8	67	130	15	36	1	74	50	444	25	106	77	30	263	26	24	86	25	133	85	15	35	47	61	35	47	16	0	110	187	13
ASV_231	4	1	2	0	13	35	0	0	1	0	0	0	0	32	57	0	6	15	0	10	0	0	7	24	0	32	23	1	7	6	10	6	24	1	410	40	4	63	58	45	26	49	37	223	7	89	270	21	15	18	28	7	158	18	12	435	48	23	9	7
